54;19;Autres coups et blessures volontaires;289.0;26362
55;20;Autres coups et blessures volontaires;265.0;26362
56;21;Autres coups et blessures volontaires;307.0;26362
57;18;Autres coups et blessures volontaires;591.0;29019
58;19;Autres coups et blessures volontaires;562.0;29019
59;20;Autres coups et blessures volontaires;559.0;29019
60;21;Autres coups et blessures volontaires;543.0;29019
61;18;Autres coups et blessures volontaires;192.0;29232
62;19;Autres coups et blessures volontaires;229.0;29232
63;20;Autres coups et blessures volontaires;163.0;29232
64;21;Autres coups et blessures volontaires;185.0;29232
65;18;Autres coups et blessures volontaires;158.0;2A004
66;19;Autres coups et blessures volontaires;144.0;2A004
67;20;Autres coups et blessures volontaires;170.0;2A004
68;21;Autres coups et blessures volontaires;226.0;2A004
69;18;Autres coups et blessures volontaires;596.0;30189
70;19;Autres coups et blessures volontaires;559.0;30189
71;20;Autres coups et blessures volontaires;532.0;30189
72;21;Autres coups et blessures volontaires;604.0;30189
73;18;Autres coups et blessures volontaires;1829.0;31555
74;19;Autres coups et blessures volontaires;1962.0;31555
75;20;Autres coups et blessures volontaires;1839.0;31555
76;21;Autres coups et blessures volontaires;1938.0;31555
77;18;Autres coups et blessures volontaires;1196.0;33063
78;19;Autres coups et blessures volontaires;1284.0;33063
79;20;Autres coups et blessures volontaires;1161.0;33063
80;21;Autres coups et blessures volontaires;1150.0;33063
81;18;Autres coups et blessures volontaires;113.0;33281
82;19;Autres coups et blessures volontaires;121.0;33281
83;20;Autres coups et blessures volontaires;98.0;33281
84;21;Autres coups et blessures volontaires;138.0;33281
85;18;Autres coups et blessures volontaires;88.0;33318
86;19;Autres coups et blessures volontaires;90.0;33318
87;20;Autres coups et blessures volontaires;109.0;33318
88;21;Autres coups et blessures volontaires;87.0;33318
89;18;Autres coups et blessures volontaires;339.0;34032
90;19;Autres coups et blessures volontaires;311.0;34032
91;20;Autres coups et blessures volontaires;317.0;34032
92;21;Autres coups et blessures volontaires;336.0;34032
93;18;Autres coups et blessures volontaires;1232.0;34172
94;19;Autres coups et blessures volontaires;1336.0;34172
95;20;Autres coups et blessures volontaires;1311.0;34172
96;21;Autres coups et blessures volontaires;1262.0;34172
97;18;Autres coups et blessures volontaires;724.0;35238
98;19;Autres coups et blessures volontaires;809.0;35238
99;20;Autres coups et blessures volontaires;765.0;35238
100;21;Autres coups et blessures volontaires;777.0;35238
101;18;Autres coups et blessures volontaires;467.0;37261
102;19;Autres coups et blessures volontaires;499.0;37261
103;20;Autres coups et blessures volontaires;431.0;37261
104;21;Autres coups et blessures volontaires;449.0;37261
105;18;Autres coups et blessures volontaires;776.0;38185
106;19;Autres coups et blessures volontaires;728.0;38185
107;20;Autres coups et blessures volontaires;633.0;38185
108;21;Autres coups et blessures volontaires;642.0;38185
109;18;Autres coups et blessures volontaires;553.0;42218
110;19;Autres coups et blessures volontaires;619.0;42218
111;20;Autres coups et blessures volontaires;495.0;42218
112;21;Autres coups et blessures volontaires;594.0;42218
113;18;Autres coups et blessures volontaires;1263.0;44109
114;19;Autres coups et blessures volontaires;1361.0;44109
115;20;Autres coups et blessures volontaires;1071.0;44109
116;21;Autres coups et blessures volontaires;1227.0;44109
117;18;Autres coups et blessures volontaires;197.0;44184
118;19;Autres coups et blessures volontaires;252.0;44184
119;20;Autres coups et blessures volontaires;234.0;44184
120;21;Autres coups et blessures volontaires;233.0;44184
121;18;Autres coups et blessures volontaires;497.0;45234
122;19;Autres coups et blessures volontaires;428.0;45234
123;20;Autres coups et blessures volontaires;470.0;45234
124;21;Autres coups et blessures volontaires;432.0;45234
125;18;Autres coups et blessures volontaires;409.0;49007
126;19;Autres coups et blessures volontaires;409.0;49007
127;20;Autres coups et blessures volontaires;413.0;49007
128;21;Autres coups et blessures volontaires;354.0;49007
129;18;Autres coups et blessures volontaires;152.0;49099
130;19;Autres coups et blessures volontaires;135.0;49099
131;20;Autres coups et blessures volontaires;109.0;49099
132;21;Autres coups et blessures volontaires;93.0;49099
133;18;Autres coups et blessures volontaires;656.0;51454
134;19;Autres coups et blessures volontaires;576.0;51454
135;20;Autres coups et blessures volontaires;475.0;51454
136;21;Autres coups et blessures volontaires;613.0;51454
137;18;Autres coups et blessures volontaires;516.0;54395
138;19;Autres coups et blessures volontaires;466.0;54395
139;20;Autres coups et blessures volontaires;400.0;54395
140;21;Autres coups et blessures volontaires;498.0;54395
141;18;Autres coups et blessures volontaires;324.0;56121
142;19;Autres coups et blessures volontaires;288.0;56121
143;20;Autres coups et blessures volontaires;290.0;56121
144;21;Autres coups et blessures volontaires;294.0;56121
145;18;Autres coups et blessures volontaires;194.0;56260
146;19;Autres coups et blessures volontaires;195.0;56260
147;20;Autres coups et blessures volontaires;176.0;56260
148;21;Autres coups et blessures volontaires;145.0;56260
149;18;Autres coups et blessures volontaires;488.0;57463
150;19;Autres coups et blessures volontaires;570.0;57463
151;20;Autres coups et blessures volontaires;562.0;57463
152;21;Autres coups et blessures volontaires;519.0;57463
153;18;Autres coups et blessures volontaires;156.0;59009
154;19;Autres coups et blessures volontaires;208.0;59009
155;20;Autres coups et blessures volontaires;141.0;59009
156;21;Autres coups et blessures volontaires;162.0;59009
157;18;Autres coups et blessures volontaires;382.0;59183
158;19;Autres coups et blessures volontaires;432.0;59183
159;20;Autres coups et blessures volontaires;368.0;59183
160;21;Autres coups et blessures volontaires;375.0;59183
161;18;Autres coups et blessures volontaires;1339.0;59350
162;19;Autres coups et blessures volontaires;1395.0;59350
163;20;Autres coups et blessures volontaires;1153.0;59350
164;21;Autres coups et blessures volontaires;1198.0;59350
165;18;Autres coups et blessures volontaires;494.0;59512
166;19;Autres coups et blessures volontaires;446.0;59512
167;20;Autres coups et blessures volontaires;335.0;59512
168;21;Autres coups et blessures volontaires;588.0;59512
169;18;Autres coups et blessures volontaires;280.0;59599
170;19;Autres coups et blessures volontaires;314.0;59599
171;20;Autres coups et blessures volontaires;313.0;59599
172;21;Autres coups et blessures volontaires;362.0;59599
173;18;Autres coups et blessures volontaires;204.0;60057
174;19;Autres coups et blessures volontaires;264.0;60057
175;20;Autres coups et blessures volontaires;215.0;60057
176;21;Autres coups et blessures volontaires;238.0;60057
177;18;Autres coups et blessures volontaires;345.0;62193
178;19;Autres coups et blessures volontaires;383.0;62193
179;20;Autres coups et blessures volontaires;356.0;62193
180;21;Autres coups et blessures volontaires;345.0;62193
181;18;Autres coups et blessures volontaires;467.0;63113
182;19;Autres coups et blessures volontaires;450.0;63113
183;20;Autres coups et blessures volontaires;436.0;63113
184;21;Autres coups et blessures volontaires;589.0;63113
185;18;Autres coups et blessures volontaires;283.0;64445
186;19;Autres coups et blessures volontaires;269.0;64445
187;20;Autres coups et blessures volontaires;231.0;64445
188;21;Autres coups et blessures volontaires;260.0;64445
189;18;Autres coups et blessures volontaires;627.0;66136
190;19;Autres coups et blessures volontaires;643.0;66136
191;20;Autres coups et blessures volontaires;637.0;66136
192;21;Autres coups et blessures volontaires;724.0;66136
193;18;Autres coups et blessures volontaires;1115.0;67482
194;19;Autres coups et blessures volontaires;1100.0;67482
195;20;Autres coups et blessures volontaires;1002.0;67482
196;21;Autres coups et blessures volontaires;1081.0;67482
197;18;Autres coups et blessures volontaires;257.0;68066
198;19;Autres coups et blessures volontaires;278.0;68066
199;20;Autres coups et blessures volontaires;231.0;68066
200;21;Autres coups et blessures volontaires;247.0;68066
201;18;Autres coups et blessures volontaires;510.0;68224
202;19;Autres coups et blessures volontaires;660.0;68224
203;20;Autres coups et blessures volontaires;694.0;68224
204;21;Autres coups et blessures volontaires;606.0;68224
205;18;Autres coups et blessures volontaires;2070.0;69123
206;19;Autres coups et blessures volontaires;2195.0;69123
207;20;Autres coups et blessures volontaires;2004.0;69123
208;21;Autres coups et blessures volontaires;2165.0;69123
209;18;Autres coups et blessures volontaires;224.0;69259
210;19;Autres coups et blessures volontaires;229.0;69259
211;20;Autres coups et blessures volontaires;250.0;69259
212;21;Autres coups et blessures volontaires;329.0;69259
213;18;Autres coups et blessures volontaires;392.0;69266
214;19;Autres coups et blessures volontaires;478.0;69266
215;20;Autres coups et blessures volontaires;439.0;69266
216;21;Autres coups et blessures volontaires;518.0;69266
217;18;Autres coups et blessures volontaires;485.0;72181
218;19;Autres coups et blessures volontaires;571.0;72181
219;20;Autres coups et blessures volontaires;461.0;72181
220;21;Autres coups et blessures volontaires;521.0;72181
221;18;Autres coups et blessures volontaires;258.0;73065
222;19;Autres coups et blessures volontaires;247.0;73065
223;20;Autres coups et blessures volontaires;223.0;73065
224;21;Autres coups et blessures volontaires;234.0;73065
225;18;Autres coups et blessures volontaires;306.0;74010
226;19;Autres coups et blessures volontaires;319.0;74010
227;20;Autres coups et blessures volontaires;291.0;74010
228;21;Autres coups et blessures volontaires;332.0;74010
229;18;Autres coups et blessures volontaires;8421.0;75056
230;19;Autres coups et blessures volontaires;8965.0;75056
231;20;Autres coups et blessures volontaires;7451.0;75056
232;21;Autres coups et blessures volontaires;8566.0;75056
233;18;Autres coups et blessures volontaires;533.0;76351
234;19;Autres coups et blessures volontaires;494.0;76351
235;20;Autres coups et blessures volontaires;483.0;76351
236;21;Autres coups et blessures volontaires;573.0;76351
237;18;Autres coups et blessures volontaires;588.0;76540
238;19;Autres coups et blessures volontaires;643.0;76540
239;20;Autres coups et blessures volontaires;434.0;76540
240;21;Autres coups et blessures volontaires;516.0;76540
241;18;Autres coups et blessures volontaires;89.0;78586
242;19;Autres coups et blessures volontaires;93.0;78586
243;20;Autres coups et blessures volontaires;81.0;78586
244;21;Autres coups et blessures volontaires;96.0;78586
245;18;Autres coups et blessures volontaires;178.0;78646
246;19;Autres coups et blessures volontaires;165.0;78646
247;20;Autres coups et blessures volontaires;171.0;78646
248;21;Autres coups et blessures volontaires;148.0;78646
249;18;Autres coups et blessures volontaires;118.0;79191
250;19;Autres coups et blessures volontaires;134.0;79191
251;20;Autres coups et blessures volontaires;140.0;79191
252;21;Autres coups et blessures volontaires;156.0;79191
253;18;Autres coups et blessures volontaires;691.0;80021
254;19;Autres coups et blessures volontaires;581.0;80021
255;20;Autres coups et blessures volontaires;490.0;80021
256;21;Autres coups et blessures volontaires;584.0;80021
257;18;Autres coups et blessures volontaires;235.0;82121
258;19;Autres coups et blessures volontaires;206.0;82121
259;20;Autres coups et blessures volontaires;181.0;82121
260;21;Autres coups et blessures volontaires;163.0;82121
261;18;Autres coups et blessures volontaires;137.0;83069
262;19;Autres coups et blessures volontaires;145.0;83069
263;20;Autres coups et blessures volontaires;160.0;83069
264;21;Autres coups et blessures volontaires;141.0;83069
265;18;Autres coups et blessures volontaires;170.0;83126
266;19;Autres coups et blessures volontaires;170.0;83126
267;20;Autres coups et blessures volontaires;158.0;83126
268;21;Autres coups et blessures volontaires;192.0;83126
269;18;Autres coups et blessures volontaires;728.0;83137
270;19;Autres coups et blessures volontaires;721.0;83137
271;20;Autres coups et blessures volontaires;737.0;83137
272;21;Autres coups et blessures volontaires;687.0;83137
273;18;Autres coups et blessures volontaires;450.0;84007
274;19;Autres coups et blessures volontaires;513.0;84007
275;20;Autres coups et blessures volontaires;404.0;84007
276;21;Autres coups et blessures volontaires;502.0;84007
277;18;Autres coups et blessures volontaires;303.0;86194
278;19;Autres coups et blessures volontaires;318.0;86194
279;20;Autres coups et blessures volontaires;302.0;86194
280;21;Autres coups et blessures volontaires;304.0;86194
281;18;Autres coups et blessures volontaires;365.0;87085
282;19;Autres coups et blessures volontaires;381.0;87085
283;20;Autres coups et blessures volontaires;335.0;87085
284;21;Autres coups et blessures volontaires;437.0;87085
285;18;Autres coups et blessures volontaires;106.0;92002
286;19;Autres coups et blessures volontaires;110.0;92002
287;20;Autres coups et blessures volontaires;88.0;92002
288;21;Autres coups et blessures volontaires;84.0;92002
289;18;Autres coups et blessures volontaires;178.0;92004
290;19;Autres coups et blessures volontaires;154.0;92004
291;20;Autres coups et blessures volontaires;188.0;92004
292;21;Autres coups et blessures volontaires;185.0;92004
293;18;Autres coups et blessures volontaires;137.0;92012
294;19;Autres coups et blessures volontaires;154.0;92012
295;20;Autres coups et blessures volontaires;184.0;92012
296;21;Autres coups et blessures volontaires;178.0;92012
297;18;Autres coups et blessures volontaires;174.0;92024
298;19;Autres coups et blessures volontaires;161.0;92024
299;20;Autres coups et blessures volontaires;200.0;92024
300;21;Autres coups et blessures volontaires;196.0;92024
301;18;Autres coups et blessures volontaires;178.0;92025
302;19;Autres coups et blessures volontaires;146.0;92025
303;20;Autres coups et blessures volontaires;190.0;92025
304;21;Autres coups et blessures volontaires;171.0;92025
305;18;Autres coups et blessures volontaires;124.0;92026
306;19;Autres coups et blessures volontaires;149.0;92026
307;20;Autres coups et blessures volontaires;160.0;92026
308;21;Autres coups et blessures volontaires;133.0;92026
309;18;Autres coups et blessures volontaires;70.0;92040
310;19;Autres coups et blessures volontaires;62.0;92040
311;20;Autres coups et blessures volontaires;61.0;92040
312;21;Autres coups et blessures volontaires;87.0;92040
313;18;Autres coups et blessures volontaires;94.0;92044
314;19;Autres coups et blessures volontaires;119.0;92044
315;20;Autres coups et blessures volontaires;155.0;92044
316;21;Autres coups et blessures volontaires;147.0;92044
317;18;Autres coups et blessures volontaires;320.0;92050
318;19;Autres coups et blessures volontaires;318.0;92050
319;20;Autres coups et blessures volontaires;228.0;92050
320;21;Autres coups et blessures volontaires;307.0;92050
321;18;Autres coups et blessures volontaires;67.0;92051
322;19;Autres coups et blessures volontaires;94.0;92051
323;20;Autres coups et blessures volontaires;87.0;92051
324;21;Autres coups et blessures volontaires;162.0;92051
325;18;Autres coups et blessures volontaires;80.0;92063
326;19;Autres coups et blessures volontaires;130.0;92063
327;20;Autres coups et blessures volontaires;115.0;92063
328;21;Autres coups et blessures volontaires;136.0;92063
329;18;Autres coups et blessures volontaires;368.0;93001
330;19;Autres coups et blessures volontaires;415.0;93001
331;20;Autres coups et blessures volontaires;422.0;93001
332;21;Autres coups et blessures volontaires;393.0;93001
333;18;Autres coups et blessures volontaires;273.0;93005
334;19;Autres coups et blessures volontaires;272.0;93005
335;20;Autres coups et blessures volontaires;243.0;93005
336;21;Autres coups et blessures volontaires;282.0;93005
337;18;Autres coups et blessures volontaires;217.0;93029
338;19;Autres coups et blessures volontaires;191.0;93029
339;20;Autres coups et blessures volontaires;187.0;93029
340;21;Autres coups et blessures volontaires;232.0;93029
341;18;Autres coups et blessures volontaires;378.0;93048
342;19;Autres coups et blessures volontaires;313.0;93048
343;20;Autres coups et blessures volontaires;315.0;93048
344;21;Autres coups et blessures volontaires;377.0;93048
345;18;Autres coups et blessures volontaires;134.0;93051
346;19;Autres coups et blessures volontaires;120.0;93051
347;20;Autres coups et blessures volontaires;143.0;93051
348;21;Autres coups et blessures volontaires;164.0;93051
349;18;Autres coups et blessures volontaires;752.0;93066
350;19;Autres coups et blessures volontaires;750.0;93066
351;20;Autres coups et blessures volontaires;731.0;93066
352;21;Autres coups et blessures volontaires;756.0;93066
353;18;Autres coups et blessures volontaires;151.0;94017
354;19;Autres coups et blessures volontaires;167.0;94017
355;20;Autres coups et blessures volontaires;151.0;94017
356;21;Autres coups et blessures volontaires;167.0;94017
357;18;Autres coups et blessures volontaires;239.0;94028
358;19;Autres coups et blessures volontaires;251.0;94028
359;20;Autres coups et blessures volontaires;231.0;94028
360;21;Autres coups et blessures volontaires;253.0;94028
361;18;Autres coups et blessures volontaires;103.0;94033
362;19;Autres coups et blessures volontaires;129.0;94033
363;20;Autres coups et blessures volontaires;108.0;94033
364;21;Autres coups et blessures volontaires;101.0;94033
365;18;Autres coups et blessures volontaires;175.0;94041
366;19;Autres coups et blessures volontaires;159.0;94041
367;20;Autres coups et blessures volontaires;174.0;94041
368;21;Autres coups et blessures volontaires;261.0;94041
369;18;Autres coups et blessures volontaires;78.0;94046
370;19;Autres coups et blessures volontaires;85.0;94046
371;20;Autres coups et blessures volontaires;103.0;94046
372;21;Autres coups et blessures volontaires;111.0;94046
373;18;Autres coups et blessures volontaires;146.0;94068
374;19;Autres coups et blessures volontaires;137.0;94068
375;20;Autres coups et blessures volontaires;136.0;94068
376;21;Autres coups et blessures volontaires;163.0;94068
377;18;Autres coups et blessures volontaires;210.0;94081
378;19;Autres coups et blessures volontaires;220.0;94081
379;20;Autres coups et blessures volontaires;216.0;94081
380;21;Autres coups et blessures volontaires;258.0;94081
381;18;Autres coups et blessures volontaires;280.0;95018
382;19;Autres coups et blessures volontaires;297.0;95018
383;20;Autres coups et blessures volontaires;311.0;95018
384;21;Autres coups et blessures volontaires;293.0;95018
385;18;Autres coups et blessures volontaires;174.0;95127
386;19;Autres coups et blessures volontaires;182.0;95127
387;20;Autres coups et blessures volontaires;177.0;95127
388;21;Autres coups et blessures volontaires;151.0;95127
389;18;Autres coups et blessures volontaires;169.0;95585
390;19;Autres coups et blessures volontaires;197.0;95585
391;20;Autres coups et blessures volontaires;211.0;95585
392;21;Autres coups et blessures volontaires;175.0;95585
393;18;Cambriolages de logement;282.0;2691
394;19;Cambriolages de logement;316.0;2691
395;20;Cambriolages de logement;172.0;2691
396;21;Cambriolages de logement;142.0;2691
397;18;Cambriolages de logement;442.0;6004
398;19;Cambriolages de logement;454.0;6004
399;20;Cambriolages de logement;340.0;6004
400;21;Cambriolages de logement;306.0;6004
401;18;Cambriolages de logement;472.0;6029
402;19;Cambriolages de logement;426.0;6029
403;20;Cambriolages de logement;269.0;6029
404;21;Cambriolages de logement;305.0;6029
405;18;Cambriolages de logement;2474.0;6088
406;19;Cambriolages de logement;2225.0;6088
407;20;Cambriolages de logement;1423.0;6088
408;21;Cambriolages de logement;1602.0;6088
409;18;Cambriolages de logement;246.0;10387
410;19;Cambriolages de logement;222.0;10387
411;20;Cambriolages de logement;183.0;10387
412;21;Cambriolages de logement;152.0;10387
413;18;Cambriolages de logement;1132.0;13001
414;19;Cambriolages de logement;1480.0;13001
415;20;Cambriolages de logement;1056.0;13001
416;21;Cambriolages de logement;1162.0;13001
417;18;Cambriolages de logement;263.0;13004
418;19;Cambriolages de logement;261.0;13004
419;20;Cambriolages de logement;303.0;13004
420;21;Cambriolages de logement;283.0;13004
421;18;Cambriolages de logement;5589.0;13055
422;19;Cambriolages de logement;5498.0;13055
423;20;Cambriolages de logement;4909.0;13055
424;21;Cambriolages de logement;5348.0;13055
425;18;Cambriolages de logement;393.0;14118
426;19;Cambriolages de logement;291.0;14118
427;20;Cambriolages de logement;253.0;14118
428;21;Cambriolages de logement;159.0;14118
429;18;Cambriolages de logement;241.0;17300
430;19;Cambriolages de logement;276.0;17300
431;20;Cambriolages de logement;288.0;17300
432;21;Cambriolages de logement;195.0;17300
433;18;Cambriolages de logement;270.0;18033
434;19;Cambriolages de logement;273.0;18033
435;20;Cambriolages de logement;193.0;18033
436;21;Cambriolages de logement;154.0;18033
437;18;Cambriolages de logement;428.0;21231
438;19;Cambriolages de logement;464.0;21231
439;20;Cambriolages de logement;403.0;21231
440;21;Cambriolages de logement;281.0;21231
441;18;Cambriolages de logement;416.0;25056
442;19;Cambriolages de logement;312.0;25056
443;20;Cambriolages de logement;247.0;25056
444;21;Cambriolages de logement;242.0;25056
445;18;Cambriolages de logement;273.0;26362
446;19;Cambriolages de logement;284.0;26362
447;20;Cambriolages de logement;276.0;26362
448;21;Cambriolages de logement;406.0;26362
449;18;Cambriolages de logement;438.0;29019
450;19;Cambriolages de logement;256.0;29019
451;20;Cambriolages de logement;230.0;29019
452;21;Cambriolages de logement;264.0;29019
453;18;Cambriolages de logement;118.0;29232
454;19;Cambriolages de logement;119.0;29232
455;20;Cambriolages de logement;87.0;29232
456;21;Cambriolages de logement;67.0;29232
457;18;Cambriolages de logement;52.0;2A004
458;19;Cambriolages de logement;44.0;2A004
459;20;Cambriolages de logement;48.0;2A004
460;21;Cambriolages de logement;34.0;2A004
461;18;Cambriolages de logement;694.0;30189
462;19;Cambriolages de logement;748.0;30189
463;20;Cambriolages de logement;635.0;30189
464;21;Cambriolages de logement;610.0;30189
465;18;Cambriolages de logement;3898.0;31555
466;19;Cambriolages de logement;3696.0;31555
467;20;Cambriolages de logement;3436.0;31555
468;21;Cambriolages de logement;2956.0;31555
469;18;Cambriolages de logement;1213.0;33063
470;19;Cambriolages de logement;1505.0;33063
471;20;Cambriolages de logement;1983.0;33063
472;21;Cambriolages de logement;1840.0;33063
473;18;Cambriolages de logement;366.0;33281
474;19;Cambriolages de logement;327.0;33281
475;20;Cambriolages de logement;425.0;33281
476;21;Cambriolages de logement;411.0;33281
477;18;Cambriolages de logement;295.0;33318
478;19;Cambriolages de logement;357.0;33318
479;20;Cambriolages de logement;457.0;33318
480;21;Cambriolages de logement;387.0;33318
481;18;Cambriolages de logement;295.0;34032
482;19;Cambriolages de logement;331.0;34032
483;20;Cambriolages de logement;333.0;34032
484;21;Cambriolages de logement;319.0;34032
485;18;Cambriolages de logement;1669.0;34172
486;19;Cambriolages de logement;2048.0;34172
487;20;Cambriolages de logement;1685.0;34172
488;21;Cambriolages de logement;1535.0;34172
489;18;Cambriolages de logement;555.0;35238
490;19;Cambriolages de logement;472.0;35238
491;20;Cambriolages de logement;400.0;35238
492;21;Cambriolages de logement;406.0;35238
493;18;Cambriolages de logement;483.0;37261
494;19;Cambriolages de logement;358.0;37261
495;20;Cambriolages de logement;490.0;37261
496;21;Cambriolages de logement;478.0;37261
497;18;Cambriolages de logement;1006.0;38185
498;19;Cambriolages de logement;880.0;38185
499;20;Cambriolages de logement;744.0;38185
500;21;Cambriolages de logement;736.0;38185
501;18;Cambriolages de logement;589.0;42218
502;19;Cambriolages de logement;586.0;42218
503;20;Cambriolages de logement;472.0;42218
504;21;Cambriolages de logement;408.0;42218
505;18;Cambriolages de logement;1726.0;44109
506;19;Cambriolages de logement;1961.0;44109
507;20;Cambriolages de logement;1852.0;44109
508;21;Cambriolages de logement;1391.0;44109
509;18;Cambriolages de logement;317.0;44184
510;19;Cambriolages de logement;277.0;44184
511;20;Cambriolages de logement;307.0;44184
512;21;Cambriolages de logement;392.0;44184
513;18;Cambriolages de logement;482.0;45234
514;19;Cambriolages de logement;375.0;45234
515;20;Cambriolages de logement;223.0;45234
516;21;Cambriolages de logement;221.0;45234
517;18;Cambriolages de logement;448.0;49007
518;19;Cambriolages de logement;369.0;49007
519;20;Cambriolages de logement;234.0;49007
520;21;Cambriolages de logement;225.0;49007
521;18;Cambriolages de logement;158.0;49099
522;19;Cambriolages de logement;118.0;49099
523;20;Cambriolages de logement;95.0;49099
524;21;Cambriolages de logement;130.0;49099
525;18;Cambriolages de logement;484.0;51454
526;19;Cambriolages de logement;494.0;51454
527;20;Cambriolages de logement;288.0;51454
528;21;Cambriolages de logement;351.0;51454
529;18;Cambriolages de logement;158.0;54395
530;19;Cambriolages de logement;210.0;54395
531;20;Cambriolages de logement;163.0;54395
532;21;Cambriolages de logement;154.0;54395
533;18;Cambriolages de logement;104.0;56121
534;19;Cambriolages de logement;151.0;56121
535;20;Cambriolages de logement;152.0;56121
536;21;Cambriolages de logement;146.0;56121
537;18;Cambriolages de logement;131.0;56260
538;19;Cambriolages de logement;99.0;56260
539;20;Cambriolages de logement;33.0;56260
540;21;Cambriolages de logement;93.0;56260
541;18;Cambriolages de logement;327.0;57463
542;19;Cambriolages de logement;382.0;57463
543;20;Cambriolages de logement;254.0;57463
544;21;Cambriolages de logement;224.0;57463
545;18;Cambriolages de logement;318.0;59009
546;19;Cambriolages de logement;455.0;59009
547;20;Cambriolages de logement;296.0;59009
548;21;Cambriolages de logement;298.0;59009
549;18;Cambriolages de logement;349.0;59183
550;19;Cambriolages de logement;440.0;59183
551;20;Cambriolages de logement;266.0;59183
552;21;Cambriolages de logement;279.0;59183
553;18;Cambriolages de logement;1469.0;59350
554;19;Cambriolages de logement;1685.0;59350
555;20;Cambriolages de logement;1464.0;59350
556;21;Cambriolages de logement;1273.0;59350
557;18;Cambriolages de logement;345.0;59512
558;19;Cambriolages de logement;484.0;59512
559;20;Cambriolages de logement;405.0;59512
560;21;Cambriolages de logement;518.0;59512
561;18;Cambriolages de logement;342.0;59599
562;19;Cambriolages de logement;395.0;59599
563;20;Cambriolages de logement;318.0;59599
564;21;Cambriolages de logement;305.0;59599
565;18;Cambriolages de logement;156.0;60057
566;19;Cambriolages de logement;191.0;60057
567;20;Cambriolages de logement;134.0;60057
568;21;Cambriolages de logement;99.0;60057
569;18;Cambriolages de logement;133.0;62193
570;19;Cambriolages de logement;125.0;62193
571;20;Cambriolages de logement;155.0;62193
572;21;Cambriolages de logement;135.0;62193
573;18;Cambriolages de logement;537.0;63113
574;19;Cambriolages de logement;578.0;63113
575;20;Cambriolages de logement;405.0;63113
576;21;Cambriolages de logement;578.0;63113
577;18;Cambriolages de logement;299.0;64445
578;19;Cambriolages de logement;226.0;64445
579;20;Cambriolages de logement;259.0;64445
580;21;Cambriolages de logement;251.0;64445
581;18;Cambriolages de logement;735.0;66136
582;19;Cambriolages de logement;582.0;66136
583;20;Cambriolages de logement;760.0;66136
584;21;Cambriolages de logement;571.0;66136
585;18;Cambriolages de logement;718.0;67482
586;19;Cambriolages de logement;536.0;67482
587;20;Cambriolages de logement;452.0;67482
588;21;Cambriolages de logement;471.0;67482
